created_at,username/id_user,full_text,like_count,quote_count,reply_count,retweet_count,tweet_url,Media,label_sentimen
Fri Jan 31 18:14:46 +0000 2025,1058330000000000000,sedang rame kerja remote luar negeri dari Indon vs #KaburAjaDulu (relokasi tentunya) gw iseng nanya sm DeepSeek dgn perbandingan: Gaji bersih 25 juta IDR/bulan di Indonesia vs Gaji 10 juta JPY/tahun di Jepang (atau Gaji bersih 660.000 JPY/bulan) (1/4) Perbandingan Gaji ⬇️ https://t.co/qpsQrjSQsh,46,1,2,9,https://x.com/undefined/status/1885391289522557287,X,0
Fri Jan 31 18:12:41 +0000 2025,112676042,@barryjaka @megoingabroad23 @investorgabut Wkwkwkwk semangat #KaburAjaDulu pilih2 dulu dimana yang trotoarnya bagus ,1,0,0,0,https://x.com/undefined/status/1885390762826686614,X,1
Fri Jan 31 18:10:22 +0000 2025,1062600000000000000,@primawansatrio mana tadi juga ada yang ngetweet ngapain sih #KaburAjaDulu bilangnya indo apa-apa murah ujung-ujungnya mention cari job remote dibayar usd. lahh sama aja dong berarti emang harus punya banyak duit dulu baru bisa hidup enak (hedon) di indo,9,0,0,0,https://x.com/undefined/status/1885390180787654726,X,-1
Fri Jan 31 18:09:55 +0000 2025,205308889,Orang Indonesia yang mau #KaburAjaDulu ini ada lowongan kerja di Dublin. Kerjaan yang memerlukan kemampuan bahasa Indonesia dan pengalaman di area Quality. #lowongankerja #Loker https://t.co/YABHl2jDse,24,2,0,2,https://x.com/undefined/status/1885390065255186461,X,0
Fri Jan 31 17:35:14 +0000 2025,1542850000000000000,@ardisatriawan Takut kalau dikasih beasiswa apalagi keluar negeri nanti dipakai buat #KaburAjaDulu dan ga balik2 lagi ke Negara Gagal ini buat bayar pajak beliin Rubicon dan Range Rover buat Mario Dandys in Indon,0,0,0,0,https://x.com/undefined/status/1885381340390191117,X,-1
Fri Jan 31 17:19:39 +0000 2025,2368797529,Sayangnya hujan batu di negeri sendiri dan hujan emas di negeri orang maka lebih nyaman di negeri sendiri itu buatku semata-mata karena nikmatnya bisa bertemu dan ngurus ortu. Kalau dipikir mampu insya Allah mampu buat #KaburAjaDulu. Tapi aku ga mampu buat ninggalin ortuku.,0,0,2,1,https://x.com/undefined/status/1885377416430051631,X,0
Fri Jan 31 16:47:14 +0000 2025,277995157,Mau #KaburAjaDulu apa ga ya terserah yg jalanin kan ya. Kok ngatur nyuruh cari remote job aja. Come on guys this is 2025. Masih aja ngerecokin urusan orang ‍️,4,0,0,1,https://x.com/undefined/status/1885369261067047195,X,-1
Fri Jan 31 16:41:10 +0000 2025,175919816,#KaburAjaDulu taunya nyampe Kamboja jadi admin judol bikin rusak negaranya sendiri. #Kaburajadulu jadi TKI ilegal di Jepang ngebegal warlok sana bikin malu negara ujungny dideportasi.,0,0,0,0,https://x.com/undefined/status/1885367731694034968,X,-1
Fri Jan 31 16:39:11 +0000 2025,1142245398,Setelah menjalani kehidupan di LN selama bbrp bulan ini. Lebih condong #KaburAjaDulu,1,0,1,0,https://x.com/undefined/status/1885367234186682631,X,1
Fri Jan 31 16:32:28 +0000 2025,878127031,inginku #KaburAjaDulu tapi takdir mengatakancaku harus di sini,0,0,1,0,https://x.com/undefined/status/1885365541843722317,X,0
Fri Jan 31 16:25:36 +0000 2025,1579540000000000000,@snfadhi Cocok nih buat #KaburAjaDulu slow living dan tau2 beku.,0,0,0,0,https://x.com/undefined/status/1885363815040376999,X,0
Fri Jan 31 16:22:22 +0000 2025,155103261,But yeah life after #KaburAjaDulu isn't always butterflies and rainbows Pada akhirnya kita semua hanya lewat sementara di alam dunia ini.,0,0,0,0,https://x.com/undefined/status/1885363002725011766,X,-1
Fri Jan 31 16:20:04 +0000 2025,383632526,Istiqomah di jalan #KaburAjaDulu ,2,0,0,0,https://x.com/undefined/status/1885362421411569835,X,1
Fri Jan 31 16:17:09 +0000 2025,868252000000000000,aku pernah belajar bahasa jerman sama spanyol tapi ga ku lanjutin. apa aku belajar lagi aja ya pengen #KaburAjaDulu tapi masih belum nentuin pengen pindah ke negara mana cuma bener2 mau kerja di luar negeri aja karna aku ga ngeliat ada kesempatan kerja di indo buat fg,0,0,1,0,https://x.com/undefined/status/1885361688347857404,X,0
Fri Jan 31 16:16:16 +0000 2025,155103261,Selebihnya banyak aspek positif di kehidupan yg gw jalani skrg (pendidikan kesehatan transum minim asap rokok minim ngomel2 di jalan minim misuh2 pemangku kebijakan dll) yg tentu bisa dirasakan dgn #KaburAjaDulu,0,0,1,0,https://x.com/undefined/status/1885361465860780126,X,1
Fri Jan 31 16:04:09 +0000 2025,356687694,@eldnahesaelp Hah... terus fungsinya form onlen itu jadi pajangan doang kah... Makin giat scroll #KaburAjaDulu ini mah ,0,0,0,0,https://x.com/undefined/status/1885358417218592940,X,-1
Fri Jan 31 15:47:13 +0000 2025,155103261,Pernah full WFH di Indonesia gaji dollar Skrg lagi #KaburAjaDulu gaji euro. Berdasarkan pengalaman gw yg sangat subjektif ini masih lebih enak #KaburAjaDulu ,3,0,1,0,https://x.com/undefined/status/1885354153473372658,X,1
Fri Jan 31 15:33:46 +0000 2025,1312430000000000000,@primawansatrio yakan tujuan utama #kaburajadulu salah satunya emang duit ,7,0,0,0,https://x.com/undefined/status/1885350771706736697,X,-1
Fri Jan 31 15:29:54 +0000 2025,28600527,Dengarkan wahai para pembela Ujangarip dan luar negeri minded serta #Kaburajadulu minded,1,0,2,0,https://x.com/undefined/status/1885349797319893077,X,0
Fri Jan 31 15:28:52 +0000 2025,1518790000000000000,gua pengen banget #KaburAjaDulu ke Jepang ,0,0,0,0,https://x.com/undefined/status/1885349538103517596,X,1
Fri Jan 31 15:19:38 +0000 2025,247232969,Saya pribadi bukan penganut #Kaburajadulu tapi ini sebagai patokan aja kalo negara tetangga yang masih serumpun seagama (mayoritas) saja bisa memberikan kehidupan lebih baik. Dan kenapa kita tidak?,1,0,0,0,https://x.com/undefined/status/1885347211921305905,X,-1
Fri Jan 31 15:11:27 +0000 2025,1336660000000000000,gapapa #KaburAjaDulu . cari remote job tinggal di negara tetangga. bye tanah air tai kucing,0,0,0,0,https://x.com/undefined/status/1885345156091813893,X,-1
Fri Jan 31 15:09:12 +0000 2025,1603570000000000000,@investorgabut emang #KaburAjaDulu tu lbh kyk sok keren aja sih. Sok ngerasa endonesa dah gak bener. Pdhl stlh mereka beneran #KaburAjaDulu eh trnyt endonesa bs tertib tuh.,1,0,9,0,https://x.com/undefined/status/1885344586580844772,X,-1
Fri Jan 31 15:06:30 +0000 2025,18580717,Di link ada hearing senat AS kepada kandidat direktur FBI @Kash_Patel . Yg menarik dia perkenalkan keluarga besarnya dihadapan senat dengan salam penghormatan Jai Shri Krishna Kita dukung gerakan #KaburAjaDulu ala Kash Patel yang membawa budayanya kemanapun dia pergi ,1,0,0,2,https://x.com/undefined/status/1885343909880226056,X,1
Fri Jan 31 14:50:05 +0000 2025,1427420000000000000,Waktu aku ngomong ke ummi soal #kaburajadulu ummi bilang Emang udah boleh hijrah? Gimana itu mustad'afin? Gajadi berniat kabut,5,0,1,0,https://x.com/undefined/status/1885339776402022697,X,-1
Fri Jan 31 14:32:37 +0000 2025,1818600000000000000,@sugondese6666 #kaburajadulu kemana? Eropa? Rightwing lagi nauk daun kebijakan unik Trump China otw Invasi Vietnam (sekarang udh siapin kapal RoRo model baru buat Invasi). Geopolitik bakal menarik kedepan nih ,0,0,1,0,https://x.com/undefined/status/1885335380096147817,X,0
Fri Jan 31 14:30:52 +0000 2025,398798880,1 hari 1 fakta yang mau #KaburAjaDulu...,5,0,1,4,https://x.com/undefined/status/1885334939266412926,X,0
Fri Jan 31 14:30:10 +0000 2025,69194832,Sebwa tips jikalau pakai Aifun dan harus #KaburAjaDulu ke 大日本帝国. Kayaknya lebih mending beli telpon baru khusus aplikasi region ini .,0,0,0,1,https://x.com/undefined/status/1885334767115395569,X,0
Fri Jan 31 14:29:21 +0000 2025,1352260000000000000,bismillah 2025 ada jalan #KaburAjaDulu dimulai dgn switch career dgn gaji USD,0,0,0,0,https://x.com/undefined/status/1885334559241495004,X,1
Fri Jan 31 14:18:54 +0000 2025,1139180000000000000,Masih lebih baik lah ya #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1885331931526803557,X,1
Fri Jan 31 14:12:21 +0000 2025,112676042,@prettiyh @investorgabut ....pergi dari indonesia tapi pertimbangkan juga jenjang karir dan tumbuh kembang anak. Intinya jangan main #KaburAjaDulu tapi pikirkan matang2 permit lengkap kerjaan dapet dulu sebelum berangkat supaya gak luntang lantung,3,0,0,0,https://x.com/undefined/status/1885330283504734467,X,-1
Fri Jan 31 14:07:10 +0000 2025,1702920000000000000,Menurut gue orang' #KaburAjaDulu tuh udah tau bakal ada resiko begini. Tp kalo kota/negaranya sendiri udah enak harapan hidup orang lebih tinggi mood lebih bagus udara bersih masalah iklim bisalah lama' menyesuaikan.,3,0,0,0,https://x.com/undefined/status/1885328976283131920,X,0
Fri Jan 31 13:31:21 +0000 2025,1809470000000000000,@investorgabut ga nyambung bang orang yang post #KaburAjaDulu juga belom tentu mau #KaburAjaDulu itu cuma bentuk kenggakada harapannya orang orang terhadap masa depan negara yang kabur beneran ya ada tapi yang engga juga banyak,0,0,0,0,https://x.com/undefined/status/1885319963508170984,X,0
Fri Jan 31 13:29:35 +0000 2025,516541682,Aku sangat mendukung orang indo #KaburAjaDulu cuman suka bertanya2. Orang indo seperti mendewakan kerja di Jepang tapi kalau lihat postingan orang luar mereka bilang Jepang enak buat berkunjung tapi hell untuk tempat kerja. Kok bisa beda sentimen ya?,0,0,0,0,https://x.com/undefined/status/1885319517871759651,X,1
Fri Jan 31 13:29:09 +0000 2025,1493480000000000000,@anfasakazama @investorgabut Jujur aja ku pengennya #KaburAjaDulu tapi belum Nemu jalannya sih tapi ya mau gimana lagi kalo mau survive di Indo kita harus mencoba apatis sama pemerintahan jadi harus benar-benar mentingin diri sendiri.,0,0,1,0,https://x.com/undefined/status/1885319408417202271,X,1
Fri Jan 31 13:27:02 +0000 2025,848009000000000000,@investorgabut Wokey terimakasih opininya.. kalau saya setuju #kaburajadulu. Jauh dari keluarga gak masalah iklim gak masalah sekedar makanan juga gak masalah,4,0,0,0,https://x.com/undefined/status/1885318877435015484,X,1
Fri Jan 31 13:03:16 +0000 2025,125232905,Salut sama mas adith berani speak up begini Seperti biasa #KaburAjaDulu,1,0,1,0,https://x.com/undefined/status/1885312898098225396,X,1
Fri Jan 31 12:59:14 +0000 2025,87194305,Dulu aku juga dapet offer relocate ke Malaysia. Tapi gak ambil dan pilih kantor skg. Nyesel dikit gak #KaburAjaDulu tapi kalo dipikir lagi banyak hal membahagikan terjadi juga dgn pilihanku saat itu Insha Allah kesempatan yg lebih kece masih ada yah. Aminnn,1,0,1,0,https://x.com/undefined/status/1885311880048369841,X,1
Fri Jan 31 12:58:09 +0000 2025,1688990000000000000,Spill harga. Ini baru nasinya saja. Tambah sushi bisa double lebih. Total sekitar €40 ~ Rp 650rb untuk berdua di foodcourt biasa. Ini realita bagi yang mau #kaburajadulu ke Eropa (Belanda). Hitung dengan seksama dan susun rencana. Jangan asal terima https://t.co/a7T6xAXsvI,1,0,0,0,https://x.com/undefined/status/1885311606835343791,X,0
Fri Jan 31 12:51:10 +0000 2025,1562190000000000000,@dalmselette banyak yg share tips nya pake tagar #kaburajadulu,0,0,1,0,https://x.com/undefined/status/1885309849485123645,X,0
Fri Jan 31 12:36:15 +0000 2025,379143728,@kamentrader setiap hari kenapa malah menambah alasan-alasan untuk wargi jadi #KaburAJaDulu ,0,0,0,0,https://x.com/undefined/status/1885306097256587765,X,-1
Fri Jan 31 12:35:36 +0000 2025,1874870000000000000,Sama nggak setuju sama #KaburAjaDulu tapi nggak setuju dengan apa2 murah. Setahun tinggal di London ngerasain kalo sebenernya apa2 lebih murah di London dibanding Jakarta,1,0,1,0,https://x.com/undefined/status/1885305931757740063,X,-1
Fri Jan 31 12:32:33 +0000 2025,1479810000000000000,Berawal dari galau ditinggal nikah terus nyari kesibukan lain biar otak keisi malah jd suka bcz its so fun (walaupun pingin nangis)! Jadi pingin bisa karena salah satu cara buat #KaburAjaDulu ke jpn ya kudu bisa bahasanya,0,0,0,0,https://x.com/undefined/status/1885305166288871470,X,1
Fri Jan 31 12:31:18 +0000 2025,161161776,@investorgabut Hanya sekedar mengingatkan #KaburAjaDulu https://t.co/xNdSkDMBS5,39,0,0,3,https://x.com/undefined/status/1885304849878712593,X,0
Fri Jan 31 12:25:50 +0000 2025,81358060,udah bener #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1885303477532057921,X,1
Fri Jan 31 12:25:04 +0000 2025,1850450000000000000,Panutanque. Sama ini bang hehe. Tapi kalau #KaburAjaDulu inginya setelah nikah baru gas hehe.,0,0,0,0,https://x.com/undefined/status/1885303281288962446,X,0
Fri Jan 31 12:08:19 +0000 2025,398798880,Duh jangan dikasih tau nder... Biarin aja mereka #KaburAjaDulu ke oz,2,0,1,1,https://x.com/undefined/status/1885299065912700959,X,-1
Fri Jan 31 12:02:22 +0000 2025,1519510000000000000,@kamentrader Giliran kabur di bilang jiwa nasionalisme kurang gak cinta nkri apa yg sudah km berikan ke negara? #KaburAjaDulu,1,0,0,0,https://x.com/undefined/status/1885297571494846750,X,-1
Fri Jan 31 11:57:50 +0000 2025,500705112,@investorgabut Maaf..... mending #KaburAjaDulu Mau gaji dollar kek ttp bkln habis buat hal2 ga penting spt bayar gojek buat nyambung ke transum hrs py kendaraan u/jalan ke 1 tempat demi udara bersih bayar sekolah mahal u/masa depan anak. Gaji dollar ga bs membeli kualitas &amp; ketenangan hidup,10,0,0,1,https://x.com/undefined/status/1885296427670397189,X,-1
Fri Jan 31 11:34:40 +0000 2025,128776276,Mending buat #KaburAjaDulu klw w bang maap ga nyambung,0,0,0,0,https://x.com/undefined/status/1885290598233751623,X,0
Fri Jan 31 11:20:50 +0000 2025,74039955,Nambah lagi 1 alasan #kaburajadulu,1,0,0,0,https://x.com/undefined/status/1885287118068670805,X,0
Fri Jan 31 11:18:33 +0000 2025,72263782,Film ini beneran makin bikin gw pengen kampanye #KaburAjaDulu buat anak pertama ,3,1,0,1,https://x.com/undefined/status/1885286542266306720,X,1
Fri Jan 31 11:16:05 +0000 2025,112676042,Ngomong2 soal #KaburAjaDulu kayaknya menarik untuk menggugat Undang-Undang (UU) Nomor 12 Tahun 2006 tentang Kewarganegaraan RI ke MK supaya dual citizenship diperbolehkan ,6,1,2,1,https://x.com/undefined/status/1885285924050743503,X,0
Fri Jan 31 11:00:00 +0000 2025,1131150000000000000,@SumitroYoel Adakah yang punya rekomendasi #KaburAjaDulu untuk arsitek? Terima kasih!,1,0,0,0,https://x.com/undefined/status/1885281875092271185,X,0
Fri Jan 31 10:18:36 +0000 2025,891580000000000000,Pengennnn #KaburAjaDulu ,0,0,0,0,https://x.com/undefined/status/1885271455115731006,X,1
Fri Jan 31 10:13:18 +0000 2025,1300260000000000000,@DennySeggssegar @investorgabut Namanya juga character development bang toh hidup itu dinamis banyak variabel yang bikin seseorang berubah namanya opini pribadi. Balik ke topik deh ini kan soal KERJA REMOTE bang ada banyak opsi tetep bisa di Indo tanpa #KaburAjaDulu Pas baca pahami dulu sebelum ngetik bang,0,0,0,0,https://x.com/undefined/status/1885270123969470732,X,-1
Fri Jan 31 10:06:04 +0000 2025,1270200000000000000,@primawansatrio Doakan ya bang tahun depan bisa #Kaburajadulu skrg masi nabunggg,7,0,1,0,https://x.com/undefined/status/1885268302135779487,X,1
Fri Jan 31 09:39:18 +0000 2025,936970000000000000,@investorgabut Bro tidak mengerti esensi sebenernya dari #KaburAjaDulu Itu semata mata karna sudah terlalu muak dgn hampir semua pejabat yg mengelola negara ini Indonesia indah tapi tidak dengan para pejabat pemerintah nya. Ga rela dan sakit hati liat negara ini dikelola oleh para org jahat,326,1,1,24,https://x.com/undefined/status/1885261564242235595,X,-1
Fri Jan 31 09:34:41 +0000 2025,1184070000000000000,Loh #KaburAjaDulu kan bukan hanya tentang pendapatan,0,0,0,1,https://x.com/undefined/status/1885260405263786237,X,0
Fri Jan 31 09:31:29 +0000 2025,1496310000000000000,bismillah yaAllah semoga 2025 bs jd bagian #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1885259598900384162,X,1
Fri Jan 31 08:50:55 +0000 2025,112676042,@investorgabut As someone who is living abroad this is very true. Gak usah sok2an #KaburAjaDulu Nasi Padang jauh lebih enak dan lebih murah dari Croissant. Panasnya cuma summer sisanya dingin semua. Eiffel gak sebagus yang kita kira di film2 bagusnya bentar doang 11 12 lah sama monas,79,23,16,7,https://x.com/undefined/status/1885249389217608186,X,-1
Fri Jan 31 08:44:28 +0000 2025,184021286,#KaburAjaDulu adalah salah satu bentuk perlawanan sosial akan situasi yang tidak menentu di negeri sendiri. Selagi masih ada tempat buat sujud pergilah ke tempat yang lebih baik.,0,0,0,0,https://x.com/undefined/status/1885247765485359591,X,1
Fri Jan 31 08:22:51 +0000 2025,75063658,program unggulan kotaku Q1-Q2: apa boleh uang pajak dipake buat inovasi begini? masa gadipake buat bayar influencer siihhh!!?? #KaburAjaDulu https://t.co/HlctKShhHh,10,1,2,2,https://x.com/undefined/status/1885242328664981974,X,-1
Fri Jan 31 08:12:42 +0000 2025,303067029,Boleh banget #KaburAjaDulu asal jangan pakai taxpayers money untuk modal berangkatnya.,0,0,1,0,https://x.com/undefined/status/1885239773247529450,X,-1
Fri Jan 31 01:01:36 +0000 2025,2533866618,seru banget bacain tweet #kaburajadulu,0,0,0,0,https://x.com/undefined/status/1885131284261044660,X,0
Fri Jan 31 00:59:40 +0000 2025,1103580000000000000,@investorgabut singkatnya: bukan #KaburAjaDulu tapi emg Kabur wkwkw,0,0,0,0,https://x.com/undefined/status/1885130795234554229,X,-1
Fri Jan 31 00:42:54 +0000 2025,185523454,Gw gk setuju dgn #KaburAjaDulu. Tinggal di Indo itu aslinya enak krn apa2 murah iklimnya nyaman (gw pernah ke Italia pas summer dan winter panas sama dinginnya sama2 gk ngotak) dan tentunya deket keluarga. Better cari remote job yg dibayar pake US$. Come on guys this is 2025,4044,427,185,330,https://x.com/undefined/status/1885126576725237962,X,-1
Fri Jan 31 00:02:41 +0000 2025,1570980000000000000,Mau kuliah kerja atau hidup di Korea? Jangan cuma wacana Yuk mulai prepare #KaburAjaDulu https://t.co/Fz49CWlWJx https://t.co/Fj8AjZXGvF,0,0,0,0,https://x.com/undefined/status/1885116455810982134,X,1
Thu Jan 30 23:27:35 +0000 2025,1713440000000000000,@epressss @zagorapoem @BaseAnakFK Makannya banyak orang profesional #kaburajadulu ke luar negeri yang masih pada waras..,0,0,0,0,https://x.com/undefined/status/1885107623655248082,X,-1
Thu Jan 30 22:56:07 +0000 2025,91665671,@SumitroYoel yang udh berkeluarga dan mau #KaburAjaDulu gimana persiapannya?,0,0,0,0,https://x.com/undefined/status/1885099702796116283,X,0
Thu Jan 30 22:45:19 +0000 2025,1408530000000000000,#KaburAjaDulu Selama kelen belom terikat Indon Kejar mimpi mu ges! Let's brain drain for them,1,0,0,0,https://x.com/undefined/status/1885096985054896209,X,-1
Thu Jan 30 18:32:52 +0000 2025,1331340000000000000,@SumitroYoel Untuk fresh graduate opportunities nya banyak kah mas untuk #kaburajadulu? Apalagi di bidang project management/marketing,0,0,0,0,https://x.com/undefined/status/1885033456775946418,X,0
Thu Jan 30 18:02:23 +0000 2025,1293369230,Cara ini paling gampang untuk Hong Kong terutama visa TTP karena warlok dimarih juga banyak yang #KaburAjaDulu ke Inggris. https://t.co/jHuu08cuQO,0,0,0,0,https://x.com/undefined/status/1885025783510688165,X,0
Thu Jan 30 17:39:14 +0000 2025,1295780000000000000,@xjarwox_ @ZulKapanHehe8 @OnefootballM Bukan rakyat ko ramai duk #kaburajadulu pindah Malaysia ke hahahaha,2,0,2,0,https://x.com/undefined/status/1885019958708781264,X,-1
Thu Jan 30 17:31:47 +0000 2025,1726250000000000000,@SumitroYoel fyi rohingya bisa kabur cuma modal perahu. ayo anak abah kamu bisa tiru #KaburAjaDulu https://t.co/PGJvMnK7wD,0,0,0,0,https://x.com/undefined/status/1885018082282012931,X,1
Thu Jan 30 17:18:42 +0000 2025,95108274,bismillah seenggaknya gue setahun 2 tahun di indo kerja habis itu #KaburAjaDulu amin,1,0,0,0,https://x.com/undefined/status/1885014789648490739,X,1
Thu Jan 30 16:59:53 +0000 2025,788757000000000000,#KaburAjaDulu tapi ke mana jir,0,0,0,0,https://x.com/undefined/status/1885010054778442047,X,0
Thu Jan 30 16:13:22 +0000 2025,1515226458,punya misi kabur dari negara ini boleh banget! belajar bareng untuk cari cara bisa #kaburajadulu,1,0,0,0,https://x.com/undefined/status/1884998347326661074,X,1
Thu Jan 30 15:50:11 +0000 2025,1688990000000000000,@SumitroYoel Belanda udah paling bener kalo mau #kaburajadulu ke Eropa. Ikatan sejarah menyatukan kita!!,7,0,2,0,https://x.com/undefined/status/1884992515767419232,X,1
Thu Jan 30 15:44:27 +0000 2025,97856464,@SumitroYoel Ada nakes yg #KaburAjaDulu ga ya? Terutama apoteker wkwk,2,0,2,0,https://x.com/undefined/status/1884991069823308129,X,0
Thu Jan 30 15:43:57 +0000 2025,97856464,Ngeliat orang2 yg #KaburAjaDulu bisa ga ya buat nakes?wkwk,1,0,0,0,https://x.com/undefined/status/1884990945764200763,X,0
Thu Jan 30 15:28:29 +0000 2025,91109305,@SumitroYoel Social life opportunities jg bang. Ga cuma introverts yg mau #kaburajadulu,2,0,0,0,https://x.com/undefined/status/1884987054842577099,X,1
Thu Jan 30 15:24:51 +0000 2025,1726250000000000000,𝐀𝐧𝐚𝐤 𝐀𝐛𝐚𝐡 yg mau pindah ke luar negeri harus tiru rohingya!! modal perahu doang bisa kabur dr negaranya lu pada udah mau 1 tahun pemilu masih gk pergi-pergi??? gblokkkkk #KaburAjaDulu https://t.co/AR8Y7xdc71,0,0,0,0,https://x.com/undefined/status/1884986138869530765,X,-1
Thu Jan 30 14:49:23 +0000 2025,1869780000000000000,topik obrolan malem ini adalah #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1884977212233077005,X,0
Thu Jan 30 10:44:37 +0000 2025,43659040,@SumitroYoel Well put. Buat yg perdana #KaburAjaDulu SG emang paling pas!,0,0,0,0,https://x.com/undefined/status/1884915616785789363,X,1
Thu Jan 30 10:40:47 +0000 2025,2449121545,Penyakit pengen #KaburAjaDulu udah mulai kambuh lagi inii,0,0,0,0,https://x.com/undefined/status/1884914652871864756,X,-1
Thu Jan 30 09:51:29 +0000 2025,1075340000000000000,Amin bisa #KaburAjaDulu,0,0,0,0,https://x.com/undefined/status/1884902244115702270,X,0
Thu Jan 30 09:39:49 +0000 2025,1275018354,@ardisatriawan Mungkin mereka ngikutin trend warga twitter #KaburAjaDulu,214,0,1,11,https://x.com/undefined/status/1884899307402469657,X,0
Thu Jan 30 09:19:25 +0000 2025,1939688954,mari kita usahakan #kaburajadulu ke china ,1,0,0,1,https://x.com/undefined/status/1884894175814148340,X,1
Thu Jan 30 09:12:09 +0000 2025,1850580000000000000,Kalau ngikutin peta ini sih seharusnya sangat bisa mendukung #KaburAjaDulu yaaaa. Tapi sayang banget Pendidikan jadi sektor prioritas pendukung aja:) hehehe,0,0,0,0,https://x.com/undefined/status/1884892344404836391,X,0
Thu Jan 30 08:15:44 +0000 2025,42031065,Infokan pekerjaan yang bisa #kaburajadulu di bidang interior/ archviz/ architectural research mafreeen (serius),2,0,0,0,https://x.com/undefined/status/1884878146148999248,X,0
Thu Jan 30 07:28:56 +0000 2025,398798880,Oalah pada mau pindah ke spore salah satunya karena malas mandi yah sama sih kalah lagi hari libur gitu juga gw paling mandi pas sore doang... Dari pagi rebahan di kamar apalagi kalau hujan... Mager Yuk #KaburAjaDulu ke spore...,0,0,0,1,https://x.com/undefined/status/1884866372372730159,X,1
